"key","message","comment","context"
"When this configuration is enabled, a purchase order will automatically move to Terminated status when all receipt notes linked to this order are realized.","Cuando esta configuración está activada, un pedido de compra pasará automáticamente al estado Finalizado cuando todos los albaranes de recepción vinculados a este pedido sean realizados.",,
"When this configuration is enabled, a purchase quotation automatically generated via interco will be created in Finalized status.","Cuando esta configuración está activada, una cotización de compra generada automáticamente mediante interco se creará en estado Finalizado.",,
"When this configuration is enabled, a sale order will automatically move to Completed order status when all delivery notes linked to this order are realized.","Cuando esta configuración está activada, un pedido de venta pasará automáticamente al estado Pedido completado cuando todos los albaranes de entrega vinculados a este pedido sean realizados.",,
"When this configuration is enabled, a sale quotation automatically generated via interco will be created in Finalized status.","Cuando esta configuración está activada, una cotización de venta generada automáticamente mediante interco se creará en estado Finalizado.",,
"When this configuration is enabled, advance payment management is done at the payment conditions level. It becomes possible to define an advance payment percentage on payment conditions, and if the payment condition of an order requires an advance payment, the order can only be confirmed if an advance payment has been recorded.","Cuando esta configuración está activada, la gestión de pagos anticipados se realiza a nivel de las condiciones de pago. Es posible definir un porcentaje de pago anticipado en las condiciones de pago, y si la condición de pago de un pedido requiere un pago anticipado, el pedido solo puede confirmarse si se ha registrado un pago anticipado.",,
"When this configuration is enabled, an invoice automatically generated via interco will be created in Validated status.","Cuando esta configuración está activada, una factura generada automáticamente mediante interco se creará en estado Validado.",,
"When this configuration is enabled, it will be possible to generate delivery notes via the stock module for service-type products. Services will not be managed in stock but it will be possible to generate delivery notes for these services.","Cuando esta configuración está activada, será posible generar albaranes de entrega a través del módulo de stock para productos de tipo servicio. Los servicios no se gestionarán en stock pero será posible generar albaranes de entrega para estos servicios.",,
"When this configuration is enabled, it will be possible to generate delivery notes via the stock module for storable products.","Cuando esta configuración está activada, será posible generar albaranes de entrega a través del módulo de stock para productos almacenables.",,
"When this configuration is enabled, it will be possible to generate receipt notes via the stock module for service-type products. Services will not be managed in stock but it will be possible to generate receipt notes for these services.","Cuando esta configuración está activada, será posible generar albaranes de recepción a través del módulo de stock para productos de tipo servicio. Los servicios no se gestionarán en stock pero será posible generar albaranes de recepción para estos servicios.",,
"When this configuration is enabled, it will be possible to generate receipt notes via the stock module for storable products.","Cuando esta configuración está activada, será posible generar albaranes de recepción a través del módulo de stock para productos almacenables.",,
"When this configuration is enabled, the order will automatically move to Completed order status once the Invoiced excl. tax amount equals the Total excl. tax of the order. This will happen when all invoices linked to the order move to Ventilated status.","Cuando esta configuración está activada, el pedido pasará automáticamente al estado Pedido completado una vez que el Importe facturado sin impuestos sea igual al Total sin impuestos del pedido. Esto ocurrirá cuando todas las facturas vinculadas al pedido pasen al estado Ventilado.",,
"When this configuration is enabled, the stock level of a product is checked when creating a quotation/order line, and a warning message is displayed if the selected product is not available in sufficient quantity in stock.","Cuando esta configuración está activada, se comprueba el nivel de stock de un producto al crear una línea de cotización/pedido, y se muestra un mensaje de advertencia si el producto seleccionado no está disponible en cantidad suficiente en stock.",,
"When this configuration is enabled, this adds a validation step when generating an invoice from a delivery note.","Cuando esta configuración está activada, se añade un paso de validación al generar una factura desde un albarán de entrega.",,
"When this configuration is enabled, this allows to complete the allocation quantity of a stock move in order to reach the reservation quantity upon product receipt. If there are multiple reservations on this product, the ERP will allocate in priority the reservation whose sale order date is the oldest.","Cuando esta configuración está activada, permite completar la cantidad de asignación de un movimiento de stock para alcanzar la cantidad de reserva al recibir el producto. Si hay varias reservas sobre este producto, el ERP asignará en prioridad la reserva cuya fecha de pedido de venta sea la más antigua.",,
"When this configuration is enabled, when a sale order is confirmed, if it contains lines with products whose procurement method is Purchase type, a purchase order is automatically generated in draft status.","Cuando esta configuración está activada, al confirmar un pedido de venta, si contiene líneas con productos cuyo método de aprovisionamiento es de tipo Compra, se genera automáticamente un pedido de compra en estado borrador.",,
"When this configuration is enabled, when purchase orders move to Validated status, receipt notes are automatically generated, without having to click the Generate receipt note button from orders.","Cuando esta configuración está activada, cuando los pedidos de compra pasan al estado Validado, los albaranes de recepción se generan automáticamente, sin tener que hacer clic en el botón Generar albarán de recepción desde los pedidos.",,
"When this configuration is enabled, when sale orders move to Confirmed order status, delivery notes are automatically generated, without having to click the Generate delivery note button from orders.","Cuando esta configuración está activada, cuando los pedidos de venta pasan al estado Pedido confirmado, los albaranes de entrega se generan automáticamente, sin tener que hacer clic en el botón Generar albarán de entrega desde los pedidos.",,
"When this configuration is enabled, you will be able to generate invoices from delivery notes and receipt notes using a Generate invoice button.","Cuando esta configuración está activada, podrá generar facturas desde albaranes de entrega y albaranes de recepción utilizando un botón Generar factura.",,
"When this is active, sale order will be automatically set to 'Order completed' status once 'Amount invoiced W.T.' is equal to 'Total W.T.'. This will happen when all invoices linked to the sale order get to status 'Ventilated'","Cuando esto está activo, el pedido de venta se establecerá automáticamente en estado 'Pedido completado' una vez que el 'Importe facturado Sin impuestos' sea igual al 'Total Sin impuestos'. Esto ocurrirá cuando todas las facturas vinculadas al pedido de venta alcancen el estado 'Ventilado'",,
"Would you like to update all lines with this stock location?","¿Desea actualizar todas las líneas con esta ubicación de stock?",,
"You can define here at which status(es) purchase quotations/orders are taken into account in the stock details of a product, at the Supplier order quantity indicator level.","Puede definir aquí en qué estado(s) las cotizaciones/pedidos de compra se tienen en cuenta en los detalles de stock de un producto, a nivel del indicador Cantidad en pedido de proveedor.",,
"You can define here at which status(es) sale quotations/orders are taken into account in the stock details of a product, at the Customer order quantity indicator level.","Puede definir aquí en qué estado(s) las cotizaciones/pedidos de venta se tienen en cuenta en los detalles de stock de un producto, a nivel del indicador Cantidad en pedido de cliente.",,
"You can define here which order date to take into account to prioritize reservation requests among confirmation date and estimated shipping date.","Puede definir aquí qué fecha del pedido tener en cuenta para priorizar las solicitudes de reserva entre la fecha de confirmación y la fecha de envío estimada.",,
"You can select here a default cancel reason for sale orders that will be displayed when cancelling an order.","Puede seleccionar aquí un motivo de cancelación por defecto para los pedidos de venta que se mostrará al cancelar un pedido.",,
"You can select here at which status of a purchase order the equivalent sale order is generated for the other company.","Puede seleccionar aquí en qué estado de un pedido de compra se genera el pedido de venta equivalente para la otra empresa.",,
"You can select here at which status of a sale order the equivalent purchase order is generated for the other company.","Puede seleccionar aquí en qué estado de un pedido de venta se genera el pedido de compra equivalente para la otra empresa.",,
"You can select here the BIRT template for the declaration of exchange of goods.","Puede seleccionar aquí la plantilla BIRT para la declaración de intercambio de bienes.",,
"You can select here the BIRT template for the declaration of exchange of services.","Puede seleccionar aquí la plantilla BIRT para la declaración de intercambio de servicios.",,
"You cannot request reservation with a negative quantity.","No puede solicitar una reserva con una cantidad negativa.",,
"You have to choose at least one incoming stock move","Debe elegir al menos una recepción",,
"You have to choose at least one outgoing stock move","Debe elegir al menos un albarán de entrega",,
"You must configure a Supply chain module for the company %s","Debe configurar el módulo de Cadena de suministro para la empresa %s",,
"You must configure a cancel reason on changing purchase order in app supplychain.","Debe configurar un motivo de cancelación al cambiar pedidos de compra en la aplicación de cadena de suministro.",,
"You must configure a cancel reason on changing sale order in app supplychain.","Debe configurar un motivo de cancelación al cambiar pedidos de venta en la aplicación de cadena de suministro.",,
"You must configure a forecasted invoiced customer account for the company %s","Debe configurar una cuenta cliente para facturas a emitir para la empresa %s",,
"You must configure a forecasted invoiced supplier account for the company %s","Debe configurar una cuenta proveedor para facturas pendientes para la empresa %s",,
"You must configure an advance payment account for the company %s","Debe configurar una cuenta de pagos anticipados para la empresa %s",,
"You must configure an supplier advance payment account for the company %s","Debe configurar una cuenta de pagos anticipados de proveedor para la empresa %s",,
"com.axelor.apps.supplychain.job.BillSubJob","com.axelor.apps.supplychain.job.BillSubJob",,
"com.axelor.apps.supplychain.job.MrpJob","com.axelor.apps.supplychain.job.MrpJob",,
"com.axelor.apps.supplychain.service.batch.SupplychainBatchService","com.axelor.apps.supplychain.service.batch.SupplychainBatchService",,
"day(s)","día(s)",,
"declarationOfExchanges.ProductType.product","Bien",,
"declarationOfExchanges.Service","Servicio",,
"mainPanel","Panel principal",,
"month(s)","mes(es)",,
"value:Delivered instead of","Entregado en lugar de",,
"value:Delivered to","Entregado a",,
"value:Invoiced instead of","Facturado en lugar de",,
"value:Invoiced to","Facturado a",,
"value:Order for","Pedido para",,
"value:Ordered by","Pedido por",,
"value:Supplychain","Cadena de suministro",,
